date,inventory_start,demand_realized,reorder_triggered,reorder_qty,stockout,stockout_amount,inventory_end,ss,rop,target_inventory,buffer
2025-03-31,680447.7754954918,351358.0835847231,True,182281.19751701804,False,0.0,511370.88942778675,39872.81834273491,824252.5350723802,822856.1546697749,
2025-04-01,511370.88942778675,330819.82246290334,True,347602.5528944131,False,0.0,528153.6198592966,38545.1434193432,822157.714924556,820428.2989028567,
2025-04-02,528153.6198592966,576880.5036554153,True,331137.2350813185,False,0.0,282410.35128519987,38936.631940654755,822101.9200982135,820354.2229999603,
2025-04-03,282410.35128519987,443451.96079931845,True,575337.8249040592,False,0.0,414296.2153899406,38549.99685517235,821746.8632401858,819198.1793340867,
2025-04-04,414296.2153899406,538592.4502747715,True,442217.2757180797,False,0.0,317921.04083324876,37911.563660162865,821193.3630652704,818601.9274478575,
2025-04-05,317921.04083324876,172215.29982914528,True,540796.9149463942,False,0.0,686502.6559504976,39056.80779934455,821674.6301169606,819661.1479802984,
2025-04-06,686502.6559504976,464042.6134113986,True,170935.3843853669,False,0.0,393395.4269244659,38525.21708207785,820900.4070830393,818912.8232537867,
2025-04-07,393395.4269244659,1151789.4624563318,True,464080.51069078804,True,294313.52484107786,0.0,38278.0212179752,821159.5737757133,819197.9163972788,
2025-04-08,0.0,633451.6000897283,True,857962.4280302809,False,0.0,224510.8279405526,38767.06075383374,821455.7126370086,819195.3672764471,
2025-04-09,224510.8279405526,1019857.0354324429,True,632915.8515079314,True,162430.35598395893,0.0,38860.04078144035,821943.999324127,818566.6386670436,
2025-04-10,0.0,561599.498380812,True,858375.2950062709,False,0.0,296775.79662545887,39294.40975119753,821811.7444756555,819080.8852550733,
2025-04-11,296775.79662545887,499452.7992383535,True,560636.2618363734,False,0.0,357959.25922347873,38071.918944088575,820451.3335883688,819340.1395177436,
2025-04-12,357959.25922347873,284428.20118734974,True,500975.3342191425,False,0.0,574506.3922552714,40030.14500521107,821685.8745129631,818904.4484374102,
2025-04-13,574506.3922552714,344111.76294580207,True,287239.00167946157,False,0.0,517633.63098893093,40009.052829248125,821730.499115146,821736.3411054849,
2025-04-14,517633.63098893093,403238.77199326595,True,342798.92500652914,False,0.0,457193.7840021942,39618.053214111205,821368.9874029168,820814.5027813489,
2025-04-15,457193.7840021942,335133.9863418263,True,398175.1988032606,False,0.0,520234.9964636284,38034.43560873017,818921.4929845422,817334.5471967246,
2025-04-16,520234.9964636284,352450.80469658115,True,336075.78640155547,False,0.0,503859.97816860274,39260.484488642425,819824.059097375,817050.2983765415,
2025-04-17,503859.97816860274,250623.45322351236,True,351572.56982216804,False,0.0,604809.0947672584,38843.771907206385,818792.0844036405,816588.7760835644,
2025-04-18,604809.0947672584,150719.37338074876,True,250000.86121199676,False,0.0,704090.5825985064,38896.850939662785,818555.7455498885,815913.1050395924,
2025-04-19,704090.5825985064,179387.34995738932,True,149540.89196844219,False,0.0,674244.1246095593,38201.23389099045,817643.9594966302,815430.2406759581,
2025-04-20,674244.1246095593,172165.1954283821,True,180866.1673654234,False,0.0,682945.0965466006,38194.21867170185,817289.8138472532,816916.0733032809,
2025-04-21,682945.0965466006,472997.11529473093,True,170396.97134881726,False,0.0,380344.95260068687,38615.353446434514,816975.0836503226,814726.7144489833,
2025-04-22,380344.95260068687,598222.4683395312,True,472708.9258907005,False,0.0,254831.41015185614,38572.36707018351,816474.6234113475,814481.5114212038,
2025-04-23,254831.41015185614,445250.4308662219,True,597613.5472832299,False,0.0,407194.5265688641,38251.96988834421,816365.5894369478,814192.9875467418,
2025-04-24,407194.5265688641,335127.77173452947,True,445317.3582136769,False,0.0,517384.1130480116,38702.26301704005,816004.5308770596,813809.621765501,
2025-04-25,517384.1130480116,431957.5209590321,True,334889.67432058405,False,0.0,420316.2664095635,38763.15377268529,816015.4408760482,813510.6335959104,
2025-04-26,420316.2664095635,186089.7673189511,True,430884.0107301131,False,0.0,665110.5098207254,38941.97967483646,815256.8040874591,812258.2974648401,
2025-04-27,665110.5098207254,192953.95352840103,True,181941.87214829412,False,0.0,654098.4284406186,37018.45478807541,813032.9244266665,810033.9271809441,
2025-04-28,654098.4284406186,340744.10927707516,True,198751.65689518233,False,0.0,512105.97605872573,38724.31124694495,814906.4495792825,814125.774088856,
2025-04-29,512105.97605872573,273704.0638007208,True,341236.1502444768,False,0.0,579638.0625024817,38587.566156531604,814288.7238506004,814754.5601466709,
2025-04-30,579638.0625024817,300875.5804492353,True,269760.4140667314,False,0.0,548522.8961199779,38825.537441547924,813570.4316346241,810572.9391276652,
2025-05-01,548522.8961199779,340709.8533120223,True,298731.04518962314,False,0.0,506544.0879975788,37691.45610116677,812560.1072973773,809562.4852084343,
2025-05-02,506544.0879975788,272643.746844872,True,340387.63113763236,False,0.0,574287.9722903391,38018.91884809717,812260.8597060598,808912.800287114,
2025-05-03,574287.9722903391,164509.9518738161,True,273108.71462040005,False,0.0,682886.7350369231,38563.8152630218,812428.5531600165,808832.8716477173,
2025-05-04,682886.7350369231,192954.4609437442,True,162634.97966372277,False,0.0,652567.2537569017,37411.55429266565,810978.0927493984,808110.1604079802,
2025-05-05,652567.2537569017,272472.7215999075,True,193487.61690941826,False,0.0,573582.1490664125,37773.38031941968,810738.2109531075,808281.4903469003,
2025-05-06,573582.1490664125,274283.0221895956,True,272781.2308607919,False,0.0,572080.3577376088,37771.65134708683,810474.5343583511,808591.7285801176,
2025-05-07,572080.3577376088,793383.2996476609,True,275561.0245333106,False,0.0,54258.082623258466,39031.92353918852,811814.6611706362,808609.4587317309,
2025-05-08,54258.082623258466,677009.0597547148,True,790731.6304800337,False,0.0,167980.65334857733,37788.23001591313,810066.1122237081,807201.483087379,
2025-05-09,167980.65334857733,565194.8398491715,True,679410.2573171355,False,0.0,282196.0708165413,39040.667759152,811530.2343511259,808350.2429065608,
2025-05-10,282196.0708165413,403803.21594014834,True,565671.3671162232,False,0.0,444064.2219926162,37836.0598657238,809973.3554169699,810031.3780670407,
2025-05-11,444064.2219926162,444598.3673223613,True,399399.42467562493,False,0.0,398865.27934587986,37032.74555079571,808582.2314285894,806430.9011174454,
2025-05-12,398865.27934587986,615199.4810138375,True,446776.36391675635,False,0.0,230442.16224879865,38058.05957427186,809243.8910480314,807583.5836883644,
2025-05-13,230442.16224879865,505029.9616311587,True,615724.1301202388,False,0.0,341136.3307378787,38771.48300991015,810435.6750657929,807394.8093591272,
2025-05-14,341136.3307378787,443850.98728933616,True,504586.1003353174,False,0.0,401871.44378385984,38645.13845531541,810078.6159200193,807077.2926178806,
2025-05-15,401871.44378385984,485887.6712697659,True,444217.8874855517,False,0.0,360201.6599996457,39128.251281628436,810075.2959741022,806961.0799877831,
2025-05-16,360201.6599996457,428899.4519731775,True,485061.9405676517,False,0.0,416364.14859411994,38719.935790069176,809537.563452747,806543.6647772283,
2025-05-17,416364.14859411994,367265.7613561128,True,425888.6237461779,False,0.0,474987.01098418504,37123.18355908231,807364.0773205635,805129.5887812155,
2025-05-18,474987.01098418504,468660.9022094461,True,369842.1303347025,False,0.0,376168.23910944135,38308.654259919924,808805.1445551676,806520.4870589676,
2025-05-19,376168.23910944135,584824.9300349448,True,468063.4589266948,False,0.0,259406.76800119132,37945.00949626771,808301.0802409495,806286.6885398685,
2025-05-20,259406.76800119132,341936.08765595854,True,584112.4504368163,False,0.0,501583.1307820491,38055.8792488753,807570.1999354251,805463.3391891323,
